"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-01","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-01","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-01","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-01","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-01","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-01","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-02","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-03","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-04","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-05","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-06","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","CZ","Czech Republic",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-07","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","CZ","Czech Republic",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-08","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-09","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-10","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-11","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","CZ","Czech Republic",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2011-12","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-01","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-02","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-03","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-04","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-05","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","IE","Ireland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-06","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-07","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2012-07","CY","Cyprus",0.000000000,""
